lead_time,avg_price_per_room,no_of_special_requests,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
96,122.31,1,9,33111,27,4,3,0,0,0
0,90.0,2,10,30096,10,3,2,1,0,1
63,94.5,2,7,4906,23,4,1,0,3,1
23,85.6,0,8,3722,25,4,3,1,0,0
170,70.0,1,4,19561,23,3,1,2,0,1
8,109.25,0,10,13122,28,4,4,0,3,1
123,119.85,1,6,12734,7,4,5,1,0,1
13,147.9,0,11,3962,13,4,4,2,0,0
230,80.75,0,6,34065,19,3,3,2,0,1
20,76.5,0,6,2671,28,3,3,0,0,1
33,85.0,0,3,31936,14,3,2,1,0,0
35,170.0,2,10,25811,12,4,4,0,0,1
116,79.2,2,12,9417,17,4,1,2,3,1
56,103.5,3,10,18148,21,4,3,0,0,1
1,116.0,1,4,4552,16,4,2,2,0,1
46,123.3,2,3,16991,31,4,2,0,0,1
18,112.72,1,9,6009,16,4,2,1,3,1
174,70.0,0,10,17831,10,3,1,1,0,0
213,130.0,0,6,28430,7,3,3,0,0,0
100,146.7,2,7,19601,3,4,0,2,0,1
106,105.28,0,5,5737,8,4,5,2,0,0
25,127.67,0,5,8479,21,4,1,2,0,0
4,151.0,1,8,18437,5,4,2,2,0,1
1,111.0,1,1,27542,20,4,1,0,0,1
94,96.3,0,4,3164,8,4,2,1,0,0
12,55.0,0,12,33180,5,3,1,1,0,1
140,131.7,2,7,6763,3,4,1,2,0,1
105,75.0,0,4,18925,6,3,1,0,0,0
26,85.0,0,8,1657,15,3,2,1,0,1
34,103.05,2,10,26551,11,4,0,2,0,1
102,105.0,1,5,24453,13,3,2,1,0,1
68,65.0,0,9,35721,29,3,2,0,0,1
292,115.0,0,7,25028,21,3,2,0,1,0
71,108.0,1,10,19094,7,4,1,0,0,1
52,99.0,0,8,35527,28,4,0,1,3,1
66,124.5,3,11,7549,10,4,3,0,0,1
172,85.5,0,6,4266,26,4,0,2,3,0
98,91.5,0,6,11873,26,4,1,2,3,0
113,119.85,0,6,23099,13,4,5,2,0,0
8,128.0,1,8,16806,22,4,1,1,3,1
8,81.0,0,2,27356,19,2,1,0,0,1
11,161.8,1,2,16244,24,3,3,0,1,1
233,90.0,0,10,5316,14,4,2,1,0,0
183,98.1,0,10,25233,11,4,1,0,3,0
71,131.18,0,4,27877,25,4,5,1,0,1
3,136.0,0,10,9673,18,4,1,2,0,1
54,149.4,2,8,19229,19,4,2,1,0,1
41,66.88,0,12,20450,1,4,3,0,3,1
4,133.5,2,9,7119,7,4,1,1,0,1
296,96.0,0,9,27960,21,3,4,0,1,1
36,110.8,0,6,21628,29,4,3,0,0,0
88,112.2,0,10,1001,5,3,1,1,1,1
121,116.1,0,6,4198,17,4,2,1,3,1
235,119.85,0,9,2418,28,4,4,0,0,0
2,84.0,1,1,25451,6,4,3,0,3,1
286,90.0,0,10,3575,16,4,0,1,0,0
18,158.0,2,12,23110,30,4,2,0,0,1
51,125.1,1,9,20231,9,4,2,0,3,1
263,110.0,0,10,17345,21,3,2,0,0,0
176,90.95,0,7,9772,12,4,4,0,0,0
35,81.9,0,3,3558,7,4,2,1,0,0
55,150.45,2,5,32179,12,4,3,2,0,1
159,70.0,1,4,26782,9,3,1,1,0,1
41,105.9,2,10,12458,16,4,2,1,0,1
46,158.4,0,9,3854,9,4,3,2,0,1
33,144.9,1,9,4887,10,4,1,1,0,1
62,140.0,0,6,28807,2,3,2,0,0,1
71,126.0,1,5,17141,10,3,3,0,1,1
130,118.8,1,9,13058,18,4,0,1,3,0
19,119.0,1,6,34712,26,4,1,2,3,1
99,81.0,0,2,5313,19,2,1,0,0,1
304,89.0,0,11,18668,3,3,3,0,0,0
25,154.0,0,9,16223,16,4,2,2,0,1
107,99.45,2,4,25883,30,4,3,2,0,1
18,174.0,2,9,34012,15,4,3,0,0,1
1,106.2,1,9,4524,29,4,1,0,0,1
0,66.13,0,10,13699,15,4,1,1,3,1
22,139.0,0,9,29885,26,4,3,1,0,0
179,126.9,2,9,30607,24,4,1,2,0,0
9,129.0,0,5,4827,18,4,1,0,3,1
94,76.5,0,8,32180,1,4,4,2,0,1
26,91.0,0,2,35243,19,4,2,0,0,0
60,126.9,1,5,807,21,4,1,1,0,1
67,75.0,0,12,3907,2,3,2,1,0,1
58,87.3,0,7,14333,8,3,1,0,0,1
302,100.0,0,9,32323,16,3,2,1,0,0
179,80.75,0,9,29134,12,3,5,2,0,1
13,95.0,0,7,7023,20,2,2,0,0,1
6,110.5,2,12,1956,28,4,4,0,0,1
151,95.4,0,6,10637,2,4,3,0,3,0
46,89.1,1,6,9343,22,4,2,0,3,1
0,89.0,1,3,15161,26,4,1,0,3,1
40,102.6,0,6,28613,27,4,3,1,3,0
2,95.0,0,4,11404,7,0,1,0,0,1
13,169.0,0,4,23715,28,4,1,0,1,0
56,75.0,0,11,34521,10,3,3,1,0,1
273,95.0,0,5,2402,13,4,2,1,0,0
2,110.0,0,10,5184,30,0,0,1,0,1
126,76.58,1,5,17457,4,4,4,0,0,1
0,153.0,0,10,14698,10,2,2,1,0,1
212,78.0,0,5,27974,20,3,3,2,0,0
8,93.0,0,2,28816,22,4,3,1,0,1
3,85.0,0,10,22908,15,3,3,0,0,1
2,159.07,0,9,30012,14,2,2,0,0,1
19,86.75,1,12,35504,26,4,1,1,0,1
80,126.9,1,5,18279,2,4,1,1,0,1
11,139.0,0,8,10283,13,4,2,2,3,1
87,85.0,0,5,12719,26,3,3,1,3,1
5,121.0,1,12,22649,8,4,3,0,0,1
75,105.0,0,10,8095,30,3,0,2,1,0
20,48.33,0,1,9890,4,3,5,1,0,1
3,106.0,1,3,33709,12,4,1,1,3,1
74,116.1,0,6,18323,17,4,2,0,3,0
21,174.0,1,11,26514,18,4,2,0,0,0
18,166.85,2,12,35087,30,4,2,2,0,1
25,85.0,0,10,34344,16,3,1,2,0,1
92,93.3,1,4,34591,7,4,3,0,0,1
66,148.5,0,4,17387,23,4,1,1,1,0
211,100.0,0,5,15086,20,3,2,0,0,0
130,110.7,1,10,24042,21,4,2,0,0,1
3,67.57,1,12,21054,21,4,4,0,3,1
72,105.3,3,4,33552,14,4,3,0,0,1
86,139.6,0,7,7566,9,3,4,2,1,1
27,142.78,0,4,11126,11,4,3,1,1,0
15,93.0,0,2,29227,20,4,1,2,0,1
25,88.0,2,11,14719,17,4,3,0,3,1
17,187.0,0,7,32586,9,4,1,1,0,0
27,108.0,0,9,30732,30,3,2,0,0,1
3,31.0,1,2,26061,26,2,1,0,0,1
85,75.0,0,10,35595,6,3,3,1,0,1
265,109.0,1,6,5368,24,4,2,0,1,0
5,95.0,0,10,6928,25,0,2,0,0,1
3,66.0,0,2,9603,1,2,1,1,0,1
33,107.58,2,10,22673,17,4,4,2,0,0
258,110.0,0,10,29425,16,3,0,1,0,0
33,90.95,0,8,30143,30,3,3,0,0,1
7,95.0,0,5,32666,30,2,1,1,0,1
122,103.5,1,5,8901,17,4,3,0,3,1
245,75.0,0,6,31963,17,3,2,0,0,0
132,162.0,2,9,11795,22,4,3,0,0,1
28,152.53,0,2,17369,1,4,10,5,0,0
23,60.0,0,1,11268,1,3,2,1,0,1
64,143.4,1,8,24366,27,4,1,2,0,0
122,85.0,0,4,22553,15,3,2,0,0,0
305,89.0,0,11,33947,4,3,2,1,0,0
3,66.0,0,1,7384,11,2,0,1,0,1
44,98.8,2,11,33106,26,4,1,1,0,1
0,94.1,0,9,24368,2,4,1,0,3,1
1,79.0,1,6,35969,13,4,1,1,3,1
1,91.33,0,2,13269,10,4,3,0,0,1
56,120.0,0,6,28677,8,3,1,0,0,1
256,76.67,0,9,35435,14,3,2,1,0,1
212,86.7,0,11,27298,20,4,2,2,0,0
131,105.74,1,6,35709,17,4,3,2,0,1
135,151.2,2,10,9460,6,4,2,0,0,1
290,72.0,0,6,2462,17,4,2,1,0,0
225,96.3,0,8,9968,12,4,2,0,0,0
159,72.25,0,8,16652,20,3,2,2,0,1
70,90.0,0,6,24346,3,3,2,0,0,1
62,118.8,1,7,19964,24,4,2,2,0,1
21,85.0,0,10,12942,4,3,3,0,0,1
35,75.0,1,10,11708,26,3,2,1,0,1
6,79.2,0,12,16455,6,4,2,0,3,1
0,79.0,0,2,9454,18,4,1,0,3,1
254,90.95,0,10,7693,25,4,5,0,0,0
96,94.5,0,7,6509,11,3,1,2,1,1
79,103.28,1,3,28834,28,3,3,1,0,1
1,129.0,2,3,19205,21,4,3,1,0,1
91,89.25,3,10,35348,19,4,2,1,0,1
74,168.3,2,5,589,21,4,1,0,0,1
12,100.0,0,10,33149,12,2,3,1,0,1
280,110.0,0,9,13136,19,3,2,1,0,0
21,157.0,0,5,16549,16,4,0,1,0,0
53,120.0,1,4,8848,28,4,3,0,0,1
32,73.0,0,11,30348,20,3,2,0,0,1
0,109.0,0,8,27225,14,3,2,0,1,1
164,100.0,0,10,26613,2,3,2,0,0,1
69,120.0,0,6,4624,12,4,4,2,0,0
64,101.52,0,9,22288,28,3,3,0,0,1
2,0.0,0,1,20142,27,1,1,0,0,1
11,187.0,2,9,6845,19,4,0,1,0,1
47,69.53,0,2,14343,20,4,1,0,0,1
27,85.5,0,9,29903,18,3,1,2,0,1
44,89.1,0,6,18412,22,4,2,0,3,0
38,135.9,0,8,10850,15,4,0,1,0,0
191,98.1,0,10,8869,5,4,4,1,3,0
222,96.3,1,8,33003,31,4,3,0,0,0
141,123.8,1,9,9424,23,4,2,0,0,1
0,106.0,1,11,5454,9,4,3,1,0,1
4,67.0,1,9,32559,6,2,3,0,0,1
37,89.0,0,5,1449,18,2,2,0,0,0
30,104.4,0,8,32426,28,4,0,1,0,0
304,89.0,0,11,15849,3,3,3,0,0,0
30,85.5,2,9,11454,16,4,2,0,0,1
14,55.0,0,12,29432,3,3,5,2,0,1
192,99.45,0,8,20288,4,4,3,1,0,0
105,75.0,0,4,18816,6,3,1,0,0,0
41,73.8,0,3,33511,15,3,5,0,0,1
202,90.95,2,8,35207,8,4,7,3,0,1
346,115.0,1,9,21031,13,3,2,0,1,0
315,160.0,0,9,24853,30,3,2,1,1,0
142,130.05,0,7,21942,12,4,5,0,0,0
225,71.91,0,12,17280,29,4,3,2,3,0
22,84.33,0,3,9803,3,4,3,0,3,1
304,89.0,0,11,34603,3,3,3,0,0,0
12,124.0,2,9,1587,21,4,2,1,0,1
59,89.1,1,6,6686,26,4,0,1,3,1
92,100.0,0,3,13558,26,3,1,2,0,0
68,121.5,0,5,32812,10,4,3,0,0,0
258,110.0,0,10,18103,16,3,0,1,0,0
315,52.0,0,12,22484,2,3,2,0,0,1
29,102.8,1,4,31417,16,4,3,2,0,1
99,85.5,1,4,20190,8,4,2,0,3,0
184,99.45,1,8,8806,9,4,4,0,0,0
61,140.4,2,5,33975,28,4,1,1,0,1
70,77.86,1,12,29277,23,4,2,2,0,1
17,107.09,2,12,3961,2,4,3,2,0,1
157,87.13,0,7,8923,16,4,2,2,3,0
6,140.0,0,10,30133,4,4,4,0,3,1
124,143.7,2,8,23420,5,4,2,1,0,1
70,126.0,1,11,30140,1,4,4,0,0,0
82,76.5,1,7,29631,19,4,2,2,0,0
1,106.0,2,8,6078,28,4,2,1,0,1
45,96.9,2,11,30663,24,4,3,2,0,1
34,181.2,0,4,17274,24,4,4,2,0,0
32,85.0,1,10,10956,25,3,3,0,0,1
1,141.0,0,6,1625,20,4,0,1,0,1
159,144.0,0,9,4006,19,4,2,1,0,0
61,94.5,0,7,4939,17,4,0,2,3,0
46,134.78,1,10,6251,17,4,3,1,0,1
338,90.67,1,10,18395,7,3,2,1,0,1
245,81.77,1,9,5898,15,4,1,0,0,0
135,90.0,0,9,14365,14,3,2,1,0,0
386,115.0,1,10,2866,23,4,0,2,1,0
60,48.0,0,9,14011,21,3,1,1,0,0
2,87.0,1,3,24935,7,3,2,1,0,1
144,213.3,0,9,33816,22,4,3,1,1,0
20,89.0,1,4,30209,7,4,2,0,3,1
53,77.04,0,8,27375,27,3,1,2,0,0
282,76.67,0,10,30266,10,3,1,2,0,1
128,97.43,1,7,16968,11,4,2,1,0,1
245,75.0,0,6,11460,17,3,2,0,0,0
26,197.78,0,4,20316,25,4,4,1,0,0
51,123.3,0,8,13157,31,4,4,1,0,0
102,101.5,0,10,1260,16,4,2,0,1,0
13,134.0,1,9,20922,12,4,0,1,0,1
143,121.8,0,7,14391,19,4,3,0,0,0
230,82.95,1,12,31268,12,4,3,1,0,1
19,151.0,1,7,310,25,4,0,1,0,0
105,78.3,0,3,1716,22,4,1,0,0,1
135,130.5,1,8,27884,13,4,1,0,0,1
56,120.0,0,6,22393,8,3,1,0,0,1
44,113.7,1,10,2052,20,4,3,0,3,1
39,125.1,1,9,20671,8,4,1,0,3,1
7,98.6,2,12,4668,26,3,1,2,1,1
25,88.0,0,9,4298,11,4,0,2,0,1
17,166.0,2,5,23030,31,4,2,0,0,1
92,87.3,0,3,3783,18,4,2,0,0,1
1,99.33,1,8,1008,24,4,2,0,3,1
81,146.6,1,11,7347,6,4,2,2,0,1
60,62.18,1,10,20824,9,4,2,0,0,1
37,135.45,0,3,10377,24,4,2,0,0,1
247,115.0,1,6,35711,6,3,1,1,1,0
120,143.1,0,9,28199,20,4,5,1,0,0
38,68.14,1,4,10178,17,4,1,2,3,1
17,153.62,1,10,24767,30,4,2,2,0,1
50,177.3,2,8,9878,20,4,1,0,0,1
108,81.25,0,7,13159,30,3,3,2,0,1
78,100.0,0,3,2773,25,4,2,1,0,0
35,96.0,2,11,13026,15,4,3,0,0,1
5,126.75,0,4,20443,4,4,5,3,0,0
64,114.3,1,7,12948,26,4,3,0,0,1
87,134.42,1,6,25105,12,4,5,2,0,1
55,104.0,0,4,16474,6,3,1,0,1,1
35,179.01,0,5,1987,16,4,1,1,0,0
100,72.25,2,12,8662,12,4,1,2,0,1
38,67.5,0,10,25902,30,3,2,2,0,1
0,0.0,0,9,23915,22,1,1,0,0,1
42,127.5,1,10,7279,31,4,1,1,0,1
322,80.0,0,5,29546,19,3,3,1,0,0
172,95.0,0,6,2672,24,4,2,0,0,0
94,60.0,0,12,26693,27,3,3,2,0,1
26,137.67,1,6,16260,26,4,1,2,0,0
192,94.5,1,8,27513,9,4,3,0,0,0
54,85.5,0,4,25464,18,4,0,1,3,0
221,71.28,0,12,9175,31,3,1,1,0,1
136,145.3,1,8,31508,12,4,2,0,0,1
133,121.5,2,7,35819,12,4,3,0,0,1
151,143.28,1,12,25901,29,4,3,0,0,0
219,76.67,0,9,17358,4,3,2,1,0,1
1,142.38,0,12,34982,17,4,4,2,0,1
39,65.0,0,12,19309,27,3,1,0,0,1
0,91.0,1,11,249,9,4,3,1,0,1
32,142.2,2,4,8185,16,4,1,1,0,1
47,152.2,0,11,27790,7,4,3,1,3,0
257,80.0,0,7,5884,1,3,2,0,1,1
4,119.0,0,4,18725,14,4,2,0,3,1
49,106.2,2,12,34615,5,4,1,2,0,1
5,0.0,1,5,28128,9,1,0,1,0,1
16,81.0,1,11,33860,6,4,2,0,0,1
157,78.45,1,7,6589,27,4,5,2,0,1
114,107.95,0,5,13780,9,4,3,1,0,0
122,85.0,0,4,31925,15,3,2,0,0,0
167,108.9,1,10,627,1,4,2,2,0,0
134,65.0,0,12,33336,4,3,2,2,0,1
74,61.08,1,10,29523,31,4,5,2,3,1
210,86.0,0,10,13272,8,3,3,1,1,0
18,81.8,1,2,28820,6,4,1,2,0,1
2,162.47,2,4,23929,27,4,4,1,0,1
73,79.2,1,12,34197,2,4,2,0,3,1
147,6.0,1,4,4765,4,4,3,1,0,1
10,126.0,0,5,26177,8,4,1,2,0,0
25,60.0,0,12,35928,27,3,1,0,0,1
21,375.5,0,12,9461,30,4,2,0,0,1
95,99.9,1,10,16512,31,4,0,1,0,1
45,112.5,2,3,6511,18,4,2,1,0,1
5,140.0,2,11,2230,4,4,2,0,3,1
221,73.0,0,8,26287,12,3,1,0,1,1
7,153.5,2,9,20566,15,4,2,0,3,1
4,185.0,0,12,23683,28,4,1,0,0,1
31,149.0,2,10,13782,25,4,3,0,0,1
102,189.3,0,7,12427,22,4,2,1,0,1
12,58.0,0,1,6995,5,3,1,0,0,1
53,88.4,1,11,34100,13,4,4,2,0,1
70,113.87,2,12,18782,8,4,3,0,0,1
20,85.5,0,9,6305,21,3,1,0,0,1
32,109.87,0,9,13998,25,4,3,2,0,1
41,85.5,0,10,15641,16,3,2,2,0,1
200,90.95,1,7,11956,15,4,7,3,0,0
11,76.29,0,12,12392,2,4,2,2,3,1
104,94.5,0,7,29131,16,4,1,0,3,0
111,168.3,1,9,17570,22,4,2,0,0,0
130,114.3,0,5,33189,5,4,3,0,0,0
256,109.0,0,6,15472,15,3,2,0,1,0
68,149.1,0,7,10703,7,4,3,0,0,0
127,90.0,0,4,36031,28,3,3,1,0,0
66,149.4,1,9,26553,8,4,3,1,0,0
8,91.0,0,2,21698,19,2,1,0,0,1
211,100.0,0,5,9220,20,3,2,0,0,0
193,120.0,0,6,4247,20,4,2,1,0,0
305,89.0,0,11,8002,4,3,2,1,0,0
97,76.5,0,8,11273,19,4,3,0,0,1
5,79.0,1,2,9107,2,4,1,0,0,1
2,174.0,1,9,9497,9,4,3,0,0,1
103,134.1,0,8,17480,29,4,1,1,0,0
23,250.0,1,9,11241,26,4,1,0,0,0
107,152.1,0,8,31349,24,4,4,0,0,0
273,109.0,0,7,23037,17,3,2,0,1,0
3,228.33,1,8,27543,15,4,2,1,1,1
208,80.75,0,7,1273,30,4,2,2,3,0
227,90.95,0,8,5698,24,4,4,1,0,0
148,67.0,0,12,31521,30,3,4,1,0,1
192,95.0,0,6,7678,24,3,2,0,0,1
0,87.2,0,10,25112,8,4,1,1,3,1
192,95.0,0,6,10988,24,3,2,0,0,1
78,100.0,0,3,23181,25,3,2,1,0,0
6,87.78,1,10,9590,19,4,2,1,3,1
44,82.13,1,11,22999,21,4,2,1,3,1
275,110.0,0,4,3358,17,4,0,2,1,0
7,78.63,2,11,24139,17,4,3,1,3,1
60,0.0,0,9,16567,21,4,1,1,0,1
138,79.2,1,11,32167,12,4,1,0,3,0
30,73.37,1,11,33525,26,4,1,2,3,1
146,116.45,0,7,28808,4,4,5,1,0,0
216,177.3,0,8,34265,6,4,1,1,0,0
5,65.0,0,1,11755,13,3,1,0,0,1
68,151.2,2,10,33826,9,4,3,2,0,1
292,90.0,0,7,15235,21,3,2,0,1,1
101,63.75,1,12,6513,8,4,1,0,0,0
19,118.15,0,9,16079,19,3,0,1,0,0
10,83.55,2,2,4567,13,4,1,1,0,1
304,89.0,0,11,13255,3,3,3,0,0,0
39,101.5,0,8,22987,14,3,2,0,1,1
151,72.25,1,8,27070,5,3,2,1,0,1
29,152.0,2,10,10848,5,4,2,0,0,1
0,109.0,0,3,19247,16,4,1,0,0,1
51,87.3,1,9,33747,7,4,1,0,3,1
18,110.4,0,9,1961,18,4,2,2,0,0
53,126.9,0,5,4992,18,4,2,0,0,0
92,76.5,2,8,4891,7,4,4,2,0,0
4,72.25,0,7,14330,16,3,2,2,0,0
157,90.95,0,6,30391,26,4,3,2,0,0
82,218.96,0,4,24423,26,4,5,0,1,0
8,92.4,3,9,22253,8,4,2,0,0,1
304,89.0,0,11,25954,3,3,3,0,0,0
6,136.0,1,6,30971,2,4,2,0,0,1
22,155.77,1,9,35809,8,4,6,2,0,1
251,74.29,2,12,6226,28,4,9,2,0,0
2,130.0,2,2,17901,3,4,4,0,0,1
0,74.69,1,12,27323,28,4,0,1,0,1
1,70.0,0,6,33274,17,3,2,1,0,1
32,73.0,0,11,1251,20,3,2,0,0,1
13,75.0,0,3,3176,20,3,0,1,0,1
37,95.4,1,3,29648,14,4,3,1,0,0
0,89.0,0,4,3359,15,4,2,1,3,1
8,120.0,1,9,24121,23,4,1,0,0,0
95,60.5,0,12,307,29,3,4,0,0,1
125,94.5,0,5,29964,6,4,2,0,3,0
130,90.0,2,11,34056,25,4,2,0,0,1
82,150.3,2,8,34985,8,4,5,3,0,0
120,85.5,1,6,22704,27,4,2,1,3,1
2,81.75,0,5,27865,15,3,2,2,0,1
94,72.25,0,11,11989,17,4,1,0,0,0
29,104.0,1,12,23795,1,4,3,2,0,1
116,57.0,0,3,23922,5,3,5,2,0,1
29,122.0,2,8,12580,30,4,1,0,0,1
11,140.0,1,11,35293,5,4,1,0,0,0
115,94.5,0,5,9765,9,4,2,1,3,0
255,62.64,0,12,12225,27,3,3,0,0,1
100,100.0,0,9,1051,28,4,4,0,0,0
64,149.4,1,9,28645,24,4,2,2,0,0
17,72.4,0,3,14519,31,3,1,0,0,1
91,121.5,2,10,11410,7,4,1,0,0,0
220,128.0,0,9,9221,17,3,1,2,1,0
44,93.6,0,5,24848,31,4,2,0,3,0
22,62.0,1,11,10234,17,2,1,0,0,1
73,170.17,0,5,4763,7,4,4,2,0,0
7,70.0,1,10,9062,17,4,1,1,3,1
119,83.0,0,3,1874,29,3,2,0,0,1
87,80.75,1,4,32539,9,4,2,2,3,1
2,93.0,0,1,25662,24,4,2,2,0,1
74,109.0,0,9,33033,18,3,2,0,1,1
62,109.8,1,9,23666,1,4,3,0,0,1
30,140.4,0,5,27796,20,4,2,2,0,0
1,184.5,2,7,25392,8,4,2,2,0,1
180,54.75,2,11,33907,13,4,0,1,3,1
20,139.0,0,7,33629,4,4,5,1,3,0
275,90.0,0,10,13682,5,3,4,1,0,0
208,80.75,0,7,20706,30,4,2,2,3,0
204,72.75,0,10,10160,9,3,2,2,0,1
287,100.3,0,9,25832,29,4,3,1,0,0
56,120.0,0,6,5831,8,3,1,0,0,1
29,66.18,1,12,4917,2,2,2,0,0,1
20,91.0,1,1,25074,25,4,3,1,0,1
15,145.0,0,10,191,6,4,1,0,0,0
93,60.67,0,12,25068,30,3,3,0,0,1
253,90.0,0,5,24484,4,3,4,0,0,0
1,65.0,0,11,12901,19,2,1,0,0,1
33,113.0,1,11,13233,26,4,1,0,0,1
23,72.8,0,2,12629,10,4,4,0,0,0
0,179.0,2,9,4485,15,4,1,0,0,1
45,93.6,1,12,9783,2,4,2,0,0,1
56,120.0,0,6,28054,8,3,1,0,0,1
55,104.0,0,4,24999,6,3,1,0,1,1
41,62.0,0,1,3924,20,4,4,0,3,1
95,159.3,0,5,9940,21,4,1,0,0,0
185,116.1,2,9,35804,29,4,3,2,0,0
35,140.4,1,4,27129,30,4,1,2,0,1
126,97.75,0,7,32778,6,4,4,0,3,0
443,65.0,0,4,31993,29,3,1,0,0,0
290,90.95,0,10,22800,20,4,3,2,0,0
58,81.0,0,1,15198,27,3,3,0,0,1
68,65.0,1,12,24234,2,2,1,0,0,1
213,92.65,0,10,27238,1,4,2,2,3,0
4,120.5,1,6,28810,12,4,0,2,0,1
15,104.5,1,12,25458,4,4,2,2,0,1
110,121.59,1,5,16061,13,4,2,0,0,1
245,75.0,0,6,19497,17,3,2,0,0,0
123,162.0,0,9,3303,20,4,5,1,0,0
56,162.0,2,8,30826,26,4,2,2,0,1
28,95.0,0,5,25920,19,2,2,0,0,0
140,70.0,0,12,29963,29,3,5,0,0,1
122,85.0,0,4,15549,15,3,2,0,0,1
83,123.9,2,6,18074,3,4,2,1,0,1
98,91.4,0,12,24647,26,4,3,1,0,0
22,105.0,0,9,27527,6,4,0,1,0,1
104,6.0,2,8,21432,11,4,3,0,0,1
60,75.0,0,11,13304,18,3,2,0,0,1
26,109.0,2,11,32815,2,4,3,0,3,1
13,97.0,1,1,19692,16,4,1,0,0,1
68,65.0,0,9,17888,29,3,2,0,0,1
4,149.0,0,9,30859,5,4,1,1,3,0
33,75.6,1,10,1806,7,3,3,0,0,1
257,101.5,0,7,3871,1,4,2,0,1,0
98,52.7,1,12,32663,29,3,3,0,0,1
124,127.8,1,8,3791,4,4,1,0,0,1
77,116.94,0,9,35163,22,4,4,0,0,0
211,100.0,0,5,14154,20,3,2,0,0,0
100,136.0,1,5,2786,19,4,3,1,0,1
22,89.0,2,9,9259,12,4,0,1,3,1
85,99.3,0,4,33108,7,4,3,0,0,0
82,64.67,1,12,30062,10,4,3,2,0,1
53,65.75,0,3,1717,6,4,3,2,3,1
5,95.0,0,4,2696,4,0,3,1,0,1
32,73.0,0,11,31027,20,3,2,0,0,1
34,105.3,1,4,1848,22,4,1,0,0,1
55,102.6,2,11,20896,13,4,0,1,0,1
9,78.0,0,12,23453,16,4,2,1,3,1
20,153.0,1,4,30387,10,4,0,1,0,1
67,76.16,1,3,10623,26,3,1,2,0,1
11,151.0,1,7,32423,2,4,2,2,0,0
107,130.0,1,5,12852,7,4,1,2,0,0
4,97.41,0,8,6622,2,4,1,0,3,1
14,102.0,1,3,3435,10,3,3,0,0,1
20,231.0,1,7,19145,6,4,1,0,0,1
301,115.0,1,7,31923,30,3,1,1,1,0
1,109.0,0,4,29896,23,4,1,2,3,1
14,116.0,0,8,16526,8,3,5,2,1,0
219,108.0,0,9,6771,4,4,1,0,1,0
40,117.9,0,6,13778,29,4,3,0,0,1
0,65.0,1,2,27559,29,2,0,1,0,1
252,163.63,1,8,6992,14,4,3,2,0,0
10,118.0,0,3,32427,18,4,2,0,0,0
109,149.4,2,9,18031,20,4,3,0,0,1
100,82.88,0,4,34595,26,4,4,0,3,0
96,135.9,0,9,31325,26,4,2,1,0,0
165,94.56,2,8,30676,1,4,1,1,0,1
1,133.0,1,8,35161,2,4,2,0,3,1
1,102.41,0,9,2828,20,4,3,2,3,1
100,140.0,1,9,11601,28,3,4,0,1,1
0,160.0,0,9,1117,27,2,1,0,0,1
79,75.0,0,4,30957,27,3,3,0,0,1
122,86.0,0,3,1756,27,3,1,2,1,1
258,110.0,0,10,16881,16,3,0,1,0,0
45,134.1,1,6,6751,29,4,2,0,0,1
16,58.45,1,11,28684,25,4,3,2,0,0
48,81.0,0,5,870,22,3,2,2,0,1
233,90.0,0,10,19741,14,3,2,1,0,0
377,90.0,0,10,9104,14,3,2,0,1,1
377,115.0,1,10,24062,14,3,2,0,1,0
11,85.0,0,2,721,13,3,3,2,0,1
80,72.25,0,7,10997,15,3,2,2,0,1
101,72.25,0,7,27649,24,3,3,2,0,0
67,123.3,1,7,17270,20,4,2,0,0,1
3,150.0,2,10,19727,30,4,0,2,0,1
44,65.4,0,3,18108,7,3,0,1,0,0
86,105.0,0,9,5592,24,3,2,0,0,1
26,102.72,0,12,8347,21,4,4,1,1,0
225,103.46,0,6,26096,28,4,5,2,0,0
17,60.0,1,1,15588,30,4,1,1,3,1
35,99.0,0,9,24486,26,3,0,1,0,1
71,120.0,0,6,21260,14,3,3,0,0,1
41,105.9,2,10,10938,16,4,2,1,0,1
19,106.65,1,4,32939,29,4,2,2,0,1
49,60.0,0,11,11737,9,3,2,1,0,1
26,87.0,0,2,314,28,3,1,2,0,1
0,79.0,0,7,26375,20,0,1,0,0,1
273,87.0,0,7,35325,17,3,2,0,1,1
52,115.09,1,10,11949,31,4,5,1,0,1
99,72.25,2,12,33725,5,4,1,2,0,1
207,99.45,1,8,20588,23,4,4,0,0,0
9,105.0,2,9,5850,11,4,1,0,0,1
123,105.61,2,12,6129,26,4,3,1,0,1
208,80.24,2,6,5447,11,3,2,2,0,1
0,104.0,0,4,3129,9,2,1,2,0,1
186,80.0,0,4,16279,22,3,2,1,0,1
8,130.0,0,11,15632,5,3,1,0,0,1
117,76.0,0,2,18380,29,3,1,1,0,1
263,67.0,0,9,910,21,3,0,1,0,1
5,75.24,0,9,3968,7,4,1,1,0,1
58,83.3,1,3,12768,21,4,3,1,3,0
27,139.0,0,7,34261,8,4,1,0,3,0
205,90.0,0,5,10165,29,3,1,2,0,0
38,126.0,0,10,336,2,4,2,2,0,1
228,102.85,1,10,27340,5,4,4,0,0,0
31,114.9,1,5,18931,21,4,1,2,0,1
0,77.6,0,1,8467,30,3,1,0,0,1
